"Mobiliteit: per verplaatsing, verplaatsingskenmerken, motieven, regio's"
"Populatie: Populatie: 6 jaar of ouder"
"Marges: Waarde"
"";""
"";"Onderwerp";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde afstand per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing";"Gemiddelde reisduur per verplaatsing"
"Verplaatsing op dinsdag";"Winkelen, boodschappen doen";"4,79";"4,09";"4,14";"4,05";"4,09";"3,74";"3,54";"3,12";"3,62";"3,04";"3,01";"2,85";"5,01";"3,80";"3,36";"3,87";"4,71";"3,99";"4,37";"3,77";"5,82";"5,43";"5,65";"5,05";"5,45";"5,79";"6,92";"7,50";"13,67";"12,57";"13,06";"13,16";"13,93";"12,87";"13,58";"13,36";"14,24";"12,61";"13,45";"13,28";"14,05";"12,44";"11,77";"12,77";"12,78";"12,36";"13,01";"12,81";"13,37";"13,05";"14,31";"13,36";"12,44";"12,20";"13,72";"14,86"
"Verplaatsing op dinsdag";"Onderwijs volgen, cursus, kinderopvang";"9,30";"6,74";"8,03";"8,37";"6,22";"6,96";"7,66";"8,68";"7,15";"5,41";"6,97";"6,74";"9,65";"6,34";"6,62";"7,05";"9,71";"6,44";"10,68";"9,19";"9,97";"8,53";"9,67";"9,30";"12,26";".";".";"14,88";"23,50";"20,28";"21,47";"23,54";"21,80";"21,94";"22,42";"26,85";"22,53";"20,24";"22,17";"23,37";"22,62";"18,77";"19,93";"21,59";"22,58";"19,76";"22,84";"24,37";"24,38";"21,81";"23,02";"23,65";"30,71";".";".";"29,46"
"Verplaatsing op dinsdag";"Visite, logeren";"15,89";"12,47";"14,85";"15,62";"17,45";"19,26";"16,03";"17,33";"15,96";"14,98";"17,61";"16,59";"19,02";"12,73";"13,66";"18,17";"17,17";"11,78";"15,09";"15,55";"11,76";"11,57";"13,54";"12,64";"14,15";".";"14,87";"14,54";"26,64";"21,98";"25,05";"25,60";"30,16";"27,81";"31,33";"32,75";"30,16";"26,03";"31,25";"29,22";"29,40";"24,17";"23,47";"27,95";"25,62";"20,03";"25,72";"24,94";"21,44";"18,90";"21,98";"21,33";"25,01";".";"21,48";"22,53"
"Verplaatsing op dinsdag";"Uitgaan, sport, hobby";"9,97";"7,77";"9,54";"9,59";"5,96";"7,92";"9,40";"9,28";"9,54";"7,15";"8,65";"5,94";"9,63";"8,42";"9,21";"10,91";"9,61";"7,06";"7,76";"7,70";"10,40";"8,26";"10,53";"13,21";".";"7,33";".";"11,57";"26,48";"27,24";"31,36";"27,56";"25,33";"26,51";"37,97";"29,29";"29,11";"29,12";"34,22";"26,87";"26,62";"28,87";"32,63";"27,80";"24,92";"27,95";"26,33";"26,78";"24,10";"22,13";"28,17";"27,93";"27,66";"26,39";"33,64";"30,10"
"Verplaatsing op dinsdag";"Toeren, wandelen";"8,62";"6,44";"6,34";"6,15";".";"6,36";"6,12";"7,06";"7,20";"6,41";"6,35";"6,99";".";"6,34";"6,24";"5,82";"7,96";"6,46";"7,02";"5,37";"8,87";"6,90";"5,78";"6,37";"7,14";"5,75";"7,37";"6,13";"63,01";"53,74";"55,01";"54,21";"60,86";"63,01";"56,44";"60,67";"72,23";"63,12";"59,65";"63,68";"57,95";"52,95";"53,04";"52,12";"62,59";"55,49";"54,76";"49,20";"66,90";"47,86";"52,96";"53,88";"53,78";"45,79";"54,81";"47,10"
"Verplaatsing op woensdag";"Totaal";"12,23";"10,72";"10,47";"10,52";"12,10";"9,23";"9,17";"9,25";"11,74";"9,22";"8,11";"8,85";"11,51";"10,25";"10,50";"10,16";"12,67";"11,32";"10,33";"10,80";"12,80";"11,82";"11,21";"11,84";"13,87";"12,66";"15,73";"13,22";"25,85";"25,92";"26,44";"26,08";"27,35";"26,87";"26,63";"26,83";"28,43";"26,87";"27,07";"26,82";"25,25";"24,99";"25,69";"25,37";"26,25";"24,66";"25,76";"25,42";"24,04";"26,51";"25,99";"26,20";"24,76";"27,85";"30,05";"27,80"
"Verplaatsing op woensdag";"Van en naar het werk";"18,97";"18,34";"17,56";"18,88";"19,64";"16,33";"14,88";"16,34";"18,17";"15,78";"13,57";"15,59";"18,09";"19,26";"16,50";"19,23";"19,73";"18,94";"18,01";"20,15";"19,61";"18,97";"19,25";"20,79";"21,32";"18,22";"25,61";"19,83";"29,89";"27,99";"27,35";"29,23";"32,85";"28,74";"26,85";"29,51";"33,15";"29,29";"28,26";"31,17";"30,35";"28,23";"26,17";"28,93";"29,74";"24,71";"26,66";"28,22";"27,10";"27,60";"27,49";"28,78";"26,69";"32,18";"30,13";"27,32"
"Verplaatsing op woensdag";"Zakelijk, beroepsmatig";"31,09";"28,48";"29,09";"25,70";"28,46";".";"16,48";"23,32";"29,15";"29,70";"18,55";"25,31";"34,57";"22,83";"33,13";"26,30";"36,43";"35,67";"25,54";"30,52";"27,02";"32,14";"27,36";"20,70";".";".";".";".";"38,79";"33,90";"34,65";"32,96";"42,68";".";"28,80";"30,55";"39,86";"37,14";"32,63";"36,40";"42,30";"31,06";"37,74";"32,07";"41,44";"35,37";"30,42";"38,76";"33,80";"35,12";"33,28";"26,88";".";".";".";"."
"Verplaatsing op woensdag";"Winkelen, boodschappen doen";"4,99";"3,84";"4,38";"4,29";"3,82";"3,12";"3,99";"3,85";"4,51";"2,38";"3,27";"3,03";"4,06";"3,58";"4,30";"4,25";"5,37";"4,95";"3,98";"4,90";"5,76";"4,44";"5,47";"4,85";"8,06";"6,06";".";"6,67";"14,35";"12,30";"13,56";"13,59";"13,95";"12,41";"14,33";"15,15";"15,47";"12,26";"14,20";"14,13";"13,27";"12,28";"13,17";"13,59";"13,45";"12,00";"12,63";"13,36";"13,94";"11,90";"13,47";"12,89";"19,24";"14,18";"15,61";"14,06"
"Verplaatsing op woensdag";"Onderwijs volgen, cursus, kinderopvang";"9,67";"8,96";"8,54";"8,80";"10,32";"9,28";"9,20";"7,12";"9,04";"8,67";"5,29";"6,74";"8,38";"7,97";"8,96";"6,90";"9,05";"8,04";"9,15";"8,92";"11,92";"9,49";"10,56";"10,43";"12,19";".";".";"17,93";"24,40";"23,02";"23,36";"24,91";"25,46";"23,55";"24,11";"26,09";"23,77";"22,65";"21,07";"23,06";"22,23";"21,50";"22,88";"22,07";"23,99";"21,53";"26,17";"22,36";"27,75";"23,67";"24,87";"27,21";"27,13";".";".";"40,56"
"Verplaatsing op woensdag";"Visite, logeren";"17,86";"15,74";"15,65";"15,97";"20,20";"15,76";"14,76";"17,91";"24,12";"18,49";"17,25";"16,49";"16,68";"14,75";"14,15";"18,36";"18,49";"16,61";"16,02";"12,69";"13,48";"14,27";"14,25";"15,18";".";"15,48";"19,79";"15,79";"27,27";"24,20";"26,03";"25,78";"33,82";"26,57";"26,51";"29,55";"37,23";"29,02";"29,78";"29,47";"26,32";"23,23";"23,67";"27,83";"27,06";"23,45";"28,83";"22,67";"21,43";"22,20";"21,23";"23,17";"25,69";"24,40";"31,60";"22,68"
"Verplaatsing op woensdag";"Uitgaan, sport, hobby";"9,83";"9,66";"9,83";"9,07";"12,00";"8,71";"10,70";"8,57";"8,35";"7,68";"8,81";"7,52";"10,51";"9,82";"11,48";"8,07";"10,29";"8,57";"10,56";"10,00";"10,69";"10,49";"8,26";"10,98";"9,15";"15,98";"9,82";"12,12";"25,21";"29,28";"30,68";"28,06";"29,98";"31,94";"33,47";"28,62";"27,01";"32,08";"33,95";"27,93";"25,18";"28,34";"32,75";"27,70";"30,71";"26,07";"29,02";"28,53";"21,33";"27,73";"26,24";"28,40";"19,29";"34,14";"27,42";"28,13"
"Verplaatsing op woensdag";"Toeren, wandelen";"8,10";"7,19";"7,28";"6,86";"8,33";"6,18";"6,95";"5,95";"6,40";"7,05";"5,55";"5,54";"8,64";"6,58";"6,95";"6,45";"9,35";"6,83";"7,70";"7,95";"7,29";"8,81";"7,82";"7,90";"9,47";"5,29";"10,37";"6,78";"61,39";"58,72";"56,90";"57,06";"68,67";"65,44";"58,24";"57,97";"65,21";"61,64";"56,28";"62,37";"64,99";"57,45";"54,79";"52,01";"59,07";"60,15";"56,80";"59,25";"53,74";"58,82";"60,39";"59,09";"65,90";"52,28";"56,50";"53,33"
"Verplaatsing op donderdag";"Totaal";"12,96";"10,15";"10,27";"11,30";"12,68";"9,66";"9,37";"10,59";"11,47";"9,12";"9,79";"10,35";"13,38";"10,30";"9,85";"10,90";"12,67";"9,79";"9,30";"11,46";"13,37";"10,41";"11,49";"12,48";"15,49";"12,55";"11,84";"11,98";"26,27";"24,54";"26,04";"26,14";"28,12";"26,34";"27,79";"26,71";"26,71";"26,54";"29,68";"28,20";"26,86";"24,60";"25,22";"24,88";"25,59";"23,53";"23,84";"26,18";"25,33";"23,34";"25,11";"25,63";"26,65";"24,11";"25,49";"26,10"
"Verplaatsing op donderdag";"Van en naar het werk";"20,33";"16,79";"16,98";"18,62";"19,32";"14,63";"16,92";"18,32";"17,75";"15,75";"16,14";"16,14";"21,64";"17,82";"17,62";"19,43";"20,05";"15,65";"14,23";"17,90";"20,72";"16,75";"17,68";"20,75";"22,81";"18,19";"19,50";"18,18";"30,57";"26,51";"26,07";"28,93";"33,10";"28,77";"29,24";"31,34";"32,90";"30,93";"29,92";"31,09";"31,69";"27,32";"26,69";"29,71";"30,07";"23,43";"22,38";"27,39";"27,58";"24,21";"24,45";"27,77";"28,22";"23,73";"25,74";"26,40"
"Verplaatsing op donderdag";"Zakelijk, beroepsmatig";"31,65";"26,94";"25,66";"28,40";"35,48";"24,99";"24,04";"21,35";"27,21";"21,80";"28,35";"23,88";"35,45";"30,11";"24,49";"25,27";"38,46";"30,15";"25,95";"35,35";"25,68";"21,92";"28,51";"31,33";".";".";".";".";"38,49";"33,22";"32,81";"36,07";"43,73";"31,43";"39,40";"32,09";"39,59";"31,36";"39,98";"37,40";"40,81";"36,39";"32,55";"32,78";"40,85";"35,72";"30,02";"41,39";"33,86";"28,19";"33,26";"35,82";".";".";".";"."
"Verplaatsing op donderdag";"Winkelen, boodschappen doen";"5,34";"4,21";"4,32";"4,65";"5,02";"3,84";"4,02";"4,00";"3,65";"3,10";"3,32";"3,70";"5,02";"3,77";"3,98";"3,99";"5,08";"3,84";"3,75";"5,24";"7,12";"5,51";"5,78";"5,91";"7,63";"6,67";"6,32";"6,26";"14,89";"12,63";"13,57";"13,81";"16,07";"13,57";"14,63";"13,56";"15,16";"13,10";"14,25";"14,82";"14,59";"12,59";"13,49";"13,17";"13,76";"11,57";"12,12";"13,57";"15,44";"12,45";"13,84";"13,66";"16,34";"14,11";"13,61";"14,18"
"Verplaatsing op donderdag";"Onderwijs volgen, cursus, kinderopvang";"8,94";"5,95";"7,54";"9,12";"9,43";"5,22";"6,94";"11,00";"7,48";"4,33";"7,77";"8,05";"8,26";"5,23";"6,55";"7,09";"8,66";"8,33";"5,38";"9,15";"10,51";"6,99";"8,66";"12,56";"13,89";"6,64";"12,31";"10,14";"23,37";"19,11";"21,85";"23,88";"25,65";"17,81";"21,69";"26,56";"22,15";"17,84";"23,96";"24,40";"20,56";"18,28";"19,53";"20,12";"24,81";"21,72";"16,54";"24,60";"25,26";"19,87";"24,86";"27,45";"32,78";"19,28";"27,01";"24,26"
"Verplaatsing op donderdag";"Visite, logeren";"16,76";"14,05";"14,82";"16,28";"18,30";"18,72";"14,26";"18,79";"20,61";"17,28";"20,31";"19,56";"15,27";"16,40";"13,19";"14,74";"15,65";"10,88";"12,23";"16,82";"16,03";"12,33";"15,35";"15,80";".";"11,36";".";"12,80";"26,10";"23,14";"23,94";"26,19";"30,04";"29,96";"23,94";"28,97";"32,84";"31,09";"31,49";"34,01";"26,50";"23,94";"22,34";"22,36";"21,75";"18,88";"20,09";"29,74";"22,76";"20,64";"23,09";"23,16";".";"20,10";".";"19,17"
"Verplaatsing op donderdag";"Uitgaan, sport, hobby";"10,88";"10,94";"10,95";"10,32";"9,26";"11,17";"9,71";"10,60";"10,26";"10,91";"11,49";"10,27";"11,37";"10,84";"9,53";"10,66";"9,84";"10,25";"10,76";"9,39";"11,12";"10,06";"12,43";"11,01";"12,50";".";"11,45";"8,89";"25,80";"30,26";"32,73";"28,23";"25,04";"32,45";"33,96";"31,85";"26,17";"36,02";"38,09";"30,89";"25,81";"28,21";"31,10";"27,87";"28,44";"31,11";"33,90";"27,68";"23,56";"27,62";"27,79";"26,52";"24,78";"25,89";"30,85";"25,97"
"Verplaatsing op donderdag";"Toeren, wandelen";"8,05";"6,70";"7,00";"6,05";"8,66";"6,74";"6,32";"5,55";"6,46";"6,12";"6,92";"5,50";"8,40";"6,49";"6,49";"5,26";"8,65";"6,05";"7,14";"6,44";"7,48";"7,44";"7,25";"6,65";"10,89";"7,67";"8,49";"7,87";"62,76";"54,40";"57,13";"54,96";"69,02";"61,81";"59,01";"55,64";"56,30";"62,02";"65,52";"57,99";"66,24";"53,02";"52,02";"51,04";"60,24";"53,25";"53,60";"57,50";"68,59";"53,36";"58,00";"53,65";"57,09";"49,37";"58,78";"60,56"
"Verplaatsing op vrijdag";"Totaal";"12,46";"10,54";"10,60";"10,50";"11,49";"9,44";"10,22";"10,66";"11,47";"9,60";"9,96";"9,45";"11,52";"10,23";"10,79";"11,05";"12,86";"10,47";"10,51";"9,66";"13,70";"10,92";"11,05";"11,06";"14,92";"13,30";"10,64";"11,91";"26,05";"24,91";"25,68";"25,01";"28,77";"25,50";"27,73";"26,62";"29,29";"27,37";"28,99";"26,54";"25,12";"24,46";"26,04";"25,55";"24,56";"23,83";"24,25";"23,05";"25,15";"23,79";"23,38";"24,20";"25,62";"25,29";"23,96";"24,71"
"Verplaatsing op vrijdag";"Van en naar het werk";"17,95";"16,36";"15,57";"16,74";"16,44";"15,22";"16,24";"15,55";"15,04";"14,91";"15,71";"14,59";"17,14";"16,09";"15,09";"18,36";"19,43";"15,40";"16,12";"15,00";"20,45";"16,72";"15,65";"17,71";"20,01";"21,38";"15,71";"18,72";"29,37";"25,40";"25,17";"27,07";"33,76";"27,88";"29,03";"28,85";"32,35";"27,97";"29,03";"29,21";"28,67";"25,11";"24,95";"28,41";"27,33";"24,38";"24,12";"25,29";"29,26";"23,77";"23,76";"25,04";"27,94";"27,01";"21,61";"25,65"
"Verplaatsing op vrijdag";"Zakelijk, beroepsmatig";"26,84";"22,54";"28,44";"27,12";"17,01";".";"22,83";"35,31";"25,47";"24,29";"22,92";"25,50";"20,74";"25,50";"29,56";"37,30";"30,52";"25,46";"33,89";"26,80";"32,20";"14,92";"29,89";"19,37";".";".";".";".";"32,63";"26,75";"34,33";"33,61";"26,94";".";"31,79";"38,15";"34,29";"32,21";"34,59";"36,56";"27,33";"29,72";"36,95";"43,88";"33,91";"26,97";"36,14";"29,83";"36,83";"19,87";"32,13";"24,93";".";".";".";"."
"Verplaatsing op vrijdag";"Winkelen, boodschappen doen";"5,63";"4,64";"4,43";"4,77";"4,52";"3,65";"3,38";"4,44";"4,96";"3,61";"3,44";"3,65";"4,57";"4,18";"4,33";"4,72";"6,87";"4,83";"3,81";"5,00";"6,58";"5,38";"5,73";"5,26";"6,72";"7,20";"5,58";"6,68";"15,05";"13,26";"13,22";"13,88";"16,36";"13,53";"14,20";"14,98";"16,83";"14,41";"14,09";"15,02";"14,24";"13,03";"13,63";"13,81";"14,69";"12,05";"11,68";"13,40";"14,89";"12,94";"12,91";"13,29";"14,71";"14,30";"12,61";"13,36"
"Verplaatsing op vrijdag";"Onderwijs volgen, cursus, kinderopvang";"8,64";"7,66";"7,54";"7,94";"6,88";"8,48";"8,70";"6,47";"6,49";"4,79";"5,95";"6,23";"7,45";"6,20";"8,90";"8,04";"8,27";"7,14";"8,26";"9,27";"9,88";"10,86";"6,75";"9,01";"16,97";".";"8,42";".";"22,89";"20,91";"21,15";"22,54";"20,73";"22,72";"23,76";"22,10";"21,04";"19,56";"20,66";"21,94";"19,94";"17,55";"21,48";"22,75";"21,56";"21,49";"19,79";"24,08";"24,93";"24,25";"21,89";"21,96";"36,27";"25,78";"22,60";"."
"Verplaatsing op vrijdag";"Visite, logeren";"19,40";"17,05";"16,39";"16,28";"22,58";"14,69";"21,21";"17,35";"21,52";"17,33";"22,36";"18,78";"19,67";"18,06";"16,55";"15,48";"21,11";"14,08";"12,53";"14,37";"18,16";"17,28";"13,37";"16,41";"13,26";"18,08";"17,01";"15,61";"29,26";"25,84";"26,13";"26,49";"39,94";"25,76";"34,11";"27,95";"37,62";"28,49";"37,45";"29,65";"29,36";"25,39";"26,47";"25,75";"27,80";"24,04";"21,69";"24,71";"25,76";"26,14";"19,81";"25,62";"19,31";"23,50";"21,82";"."
"Verplaatsing op vrijdag";"Uitgaan, sport, hobby";"13,84";"12,70";"15,23";"12,62";"12,20";"10,60";"14,99";"11,95";"11,81";"10,86";"13,39";"9,24";"14,67";"11,41";"18,92";"14,30";"14,15";"16,85";"13,79";"11,54";"12,78";"13,08";"14,23";"14,81";"21,90";"14,59";"13,12";"14,31";"30,63";"32,68";"34,75";"30,13";"32,33";"30,39";"36,59";"31,89";"33,08";"35,68";"36,75";"30,19";"31,59";"32,22";"38,51";"32,80";"28,27";"33,43";"32,03";"25,63";"26,76";"30,22";"30,65";"29,93";"33,10";"30,20";"31,30";"28,62"
"Verplaatsing op vrijdag";"Toeren, wandelen";"7,43";"6,73";"6,69";"6,62";"8,38";"7,07";"6,53";"5,17";"7,66";"8,17";"6,58";"5,28";"7,71";"6,21";"6,38";"6,70";"6,48";"6,55";"8,24";"5,78";"7,79";"6,49";"6,42";"7,29";"6,60";"6,27";"6,03";"10,02";"61,41";"57,61";"57,59";"54,98";"66,96";"61,79";"62,50";"56,33";"75,11";"68,03";"69,87";"59,75";"58,85";"56,81";"55,88";"52,88";"56,53";"55,53";"56,66";"51,29";"61,17";"52,19";"50,72";"53,24";"49,91";"54,86";"51,55";"65,25"
"Verplaatsing op zaterdag";"Totaal";"13,12";"10,22";"11,26";"11,57";"12,67";"10,18";"11,14";"11,55";"12,07";"10,56";"10,46";"11,05";"12,84";"9,91";"11,73";"12,20";"13,36";"9,46";"10,53";"10,69";"13,55";"10,84";"11,24";"11,73";"15,44";"10,32";"13,45";"12,44";"27,88";"26,82";"29,70";"27,65";"29,60";"29,01";"32,82";"31,04";"30,63";"33,28";"33,13";"31,82";"27,80";"26,18";"29,74";"28,30";"26,81";"24,37";"26,51";"25,58";"26,12";"24,58";"27,56";"24,48";"27,96";"22,96";"31,59";"25,70"
"Verplaatsing op zaterdag";"Van en naar het werk";"13,68";"10,77";"11,31";"11,01";"15,80";"15,58";"11,06";"9,62";"10,96";"14,21";"9,39";"9,93";"13,64";"11,01";"13,62";"13,14";"12,89";"9,22";"10,95";"7,12";"12,59";"9,15";"9,81";"12,13";".";".";"12,24";"8,95";"23,75";"20,24";"20,56";"19,76";"31,11";"25,66";"24,84";"21,57";"25,68";"26,38";"24,59";"21,85";"24,18";"20,18";"22,28";"21,73";"20,86";"20,23";"18,64";"13,98";"21,93";"16,48";"16,41";"19,93";"27,38";".";"21,11";"17,66"
"Verplaatsing op zaterdag";"Zakelijk, beroepsmatig";"17,37";"12,79";"17,71";"21,82";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"29,24";"27,75";"28,26";"37,10";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Verplaatsing op zaterdag";"Winkelen, boodschappen doen";"6,93";"5,13";"5,55";"6,06";"6,79";"4,65";"4,67";"5,46";"4,96";"4,04";"4,18";"5,31";"6,79";"4,72";"5,89";"6,52";"7,75";"4,77";"4,77";"5,25";"7,93";"6,52";"6,29";"6,36";"9,07";"7,27";"8,92";"7,96";"16,56";"13,68";"14,53";"15,09";"17,42";"14,32";"14,21";"15,78";"16,19";"14,82";"14,62";"16,02";"16,75";"13,17";"15,60";"16,02";"16,79";"13,07";"12,83";"13,80";"16,54";"13,70";"13,46";"13,67";"16,43";"13,60";"16,71";"15,16"
"Verplaatsing op zaterdag";"Onderwijs volgen, cursus, kinderopvang";"18,00";"18,40";".";"14,31";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"28,18";"32,36";"30,51";"31,59";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Verplaatsing op zaterdag";"Visite, logeren";"23,90";"17,70";"21,19";"21,73";"22,50";"17,87";"20,63";"24,79";"27,98";"21,70";"23,06";"22,55";"22,00";"18,76";"21,26";"24,30";"25,25";"15,13";"22,09";"21,30";"21,08";"15,76";"18,40";"18,29";"25,96";"14,62";"21,83";"21,56";"31,61";"26,44";"29,70";"30,54";"35,73";"27,70";"31,06";"36,40";"40,43";"36,43";"33,32";"33,80";"30,06";"25,74";"30,47";"35,05";"30,21";"24,93";"28,34";"29,98";"25,50";"21,85";"26,01";"22,92";"35,44";"19,72";"29,99";"28,54"
"Verplaatsing op zaterdag";"Uitgaan, sport, hobby";"15,19";"13,31";"13,52";"14,07";"13,29";"12,81";"13,05";"12,97";"12,71";"12,62";"13,55";"12,19";"15,59";"12,98";"14,00";"14,11";"14,45";"13,78";"10,94";"14,18";"17,14";"14,07";"14,34";"15,91";"16,40";"13,57";"14,26";"15,37";"31,19";"34,55";"38,94";"33,08";"31,26";"34,69";"39,49";"34,00";"34,92";"39,43";"43,13";"36,36";"32,02";"35,98";"37,18";"33,06";"28,98";"29,58";"32,52";"30,57";"27,88";"32,73";"38,86";"31,47";"31,98";"29,94";"43,71";"31,22"
"Verplaatsing op zaterdag";"Toeren, wandelen";"11,15";"9,01";"9,72";"8,63";"12,27";"10,68";"10,16";"8,83";"9,87";"11,17";"9,09";"9,73";"11,15";"8,74";"9,36";"8,30";"12,98";"7,87";"9,45";"8,69";"11,23";"8,56";"10,83";"8,10";"10,54";"7,53";"10,37";"7,82";"77,05";"67,10";"70,59";"63,57";"81,31";"76,81";"86,16";"75,05";"88,22";"89,32";"82,24";"80,43";"72,98";"64,13";"68,71";"61,22";"73,34";"57,91";"63,86";"61,45";"77,27";"61,01";"65,66";"53,22";"71,15";"51,22";"70,83";"54,55"
"Bron: CBS"
